id,year,title,p_painted,painted
1143868,2024,Maximum Strollerdrive,0.3098,0
1143995,2025,Creep Encounters,0.4932,0
1144022,2023,Why Do You Kill,0.0023,0
1144028,2023,Wrath of Dracula,0.1257,0
1144067,2023,Cereal Man,0.1919,0
1144179,2023,Subsurface,0.0357,0
1144435,2023,The Abode,0.0344,0
1144536,2023,Unboxing Gone Wrong,0.2617,0
1144539,2023,Lair of the Killer Clowns,0.1206,0
1144542,2023,Transformer,0.0234,0
1144577,2025,Scissors,0.1691,0
1144581,2023,A Good Scream,0.0188,0
1144689,2023,Nosepicker,0.085,0
1144785,2023,Blood on the Screen,0.049,0
1144917,2023,Necronomicon,0.0293,0
1144975,2023,Pruning,0.0174,0
1144978,2025,Bears on a Ship,0.4955,0
1145028,2023,Woman in the Maze,0.0274,0
1145221,2025,It Feeds,0.0778,0
1145279,2023,Ragdoll,0.2561,0
1145348,2025,The Fuzzies,0.8662,1
1145351,2023,XXX-Mas,0.0292,0
1145425,2023,thE RiNGiNG iN ouR EARS,0.2383,0
1145474,2024,Down Below,0.1662,0
1145531,2023,Faceless After Dark,0.3555,0
1145592,2023,The Horror We Make,0.9246,1
1145685,2023,Bad Ben: The Dracula Situation,0.2875,0
1145740,2023,X MILITARY,0.1207,0
1145765,2023,"Up, Up, & Up",0.0619,0
1145811,2023,In the Static,0.0037,0
1145880,2023,A Better Man,0.0487,0
1145881,2023,Bring Her to Me,0.5666,1
1146023,2023,Emptiness,0.0158,0
1146141,2023,Big Easy Queens,0.3489,0
1146143,2023,The Puppetman,0.3591,0
1146146,2023,Ghosts of the Void,0.2102,0
1146147,2023,A Really Haunted Loud House,0.2514,0
1146148,2023,"Sorry, Charlie",0.0411,0
1146149,2023,Psychosis,0.0248,0
1146246,2024,The Deep Web: Murdershow,0.2473,0
1146249,2023,Cabin Girl,0.0746,0
1146253,2023,Meet the Killer Parents,0.0034,0
1146574,2023,Location 4,0.0035,0
1146983,2023,The Tip,0.0441,0
1147177,2023,Make The Call,0.0108,0
1147231,2023,This Dinner Will End,0.2921,0
1147236,2023,Loop Track,0.0508,0
1147240,2024,The Stalking,0.4761,0
1147322,2024,12 to Midnight,0.1082,0
1147422,2023,Distance.,0.2165,0
1147586,2023,Deep End,0.0125,0
1147598,2024,Snakeeater,0.0215,0
1147885,2024,The Darkling Fox,0.0367,0
1147949,2023,A Part of Me,0.0259,0
1148027,2023,New Life,0.0868,0
1148040,2024,Booger,0.5997,1
1148207,2025,New Fears Eve,0.1535,0
1148561,2023,The Influencer,0.0466,0
1148738,2023,In The Dark We Bleed,0.3443,0
1148787,2023,Eight Eyes,0.4761,0
1148852,2023,Holistay,0.0486,0
1148862,2023,Night Explorers: The Asylum,0.145,0
1148920,2023,Trial 22,0.1117,0
1148948,2023,Bitches Kill Bitches,0.044,0
1149033,2023,Sebastian,0.027,0
1149279,2023,Bad CGI Gator,0.2725,0
1149470,2023,Incubus,0.0074,0
1149713,2024,La Petite Mort,0.6579,1
1149881,2023,SlashFM II,0.5243,1
1149916,2023,The Nightgown,0.4678,0
1149982,2023,Bird Hostage,0.8393,1
1149987,2025,Nightmares Unleashed,0.4388,0
1150264,2023,This is Budget Productions,0.0049,0
1150399,2024,Skeletons in the Closet,0.1984,0
1151029,2023,After Hours,0.0375,0
1151030,2023,Draculaw,0.5183,1
1151031,2025,Bring Her Back,0.1215,0
1151317,2023,Spider Baby,0.7953,1
1151323,2024,Stains,0.0773,0
1151352,2023,Kennel,0.5599,1
1151381,2023,The Ringmaster,0.1167,0
1151443,2023,As Certain as Death,0.0358,0
1151556,2023,Reindeer Slayer,0.1112,0
1151586,2025,Pig Hill,0.4,0
1151683,2023,WOACA,0.1434,0
1151703,2023,Island Escape,0.3621,0
1151721,2024,American Terror Tales 3,0.0339,0
1152022,2023,Quiet,0.0751,0
1152050,2023,Growth,0.8789,1
1152222,2024,Game of Death: The Six Doors to Hell,0.0803,0
1152330,2023,I Know What You Need,0.5006,1
1152415,2023,Dissociation,0.2324,0
1152416,2023,The Vance Institute,0.0082,0
1152559,2023,Yule Log,0.4192,0
1152563,2023,Play Again?,0.027,0
1152619,2024,Possessions,0.0532,0
1152740,2023,Encounter,0.0259,0
1152836,2023,Twin Waste,0.0036,0
1152879,2023,Haunted Ulster Live,0.5591,1
1152952,2024,H. P. Lovecraft's The Old Ones,0.9895,1
1153020,2023,Herd,0.1154,0
1153416,2023,The Morning After,0.0502,0
1153496,2023,Paragon,0.0806,0
1153516,2023,White Noise,0.0181,0
1153522,2023,Hellmark,0.7079,1
1153620,2023,Instant Life,0.0538,0
1153644,2024,The A-Frame,0.3197,0
1153714,2025,Death of a Unicorn,0.0627,0
1153913,2024,Departing Seniors,0.2814,0
1153997,2023,The Happy Hotel,0.0065,0
1154041,2024,Play With Me,0.0255,0
1154142,2023,Two Friends Walk Home Alone at Night,0.4738,0
1154296,2023,Dariuss,0.4221,0
1154330,2024,Island of the Dolls 2,0.5968,1
1154624,2023,The Haunted Movie Collection Chapter II,0.1368,0
1154724,2023,The Community Pool Lifeguard Cult of Doom!,0.5394,1
1154740,2023,Murder,0.2648,0
1154957,2023,The Management,0.0884,0
1155059,2023,Creeping Death,0.0893,0
1155067,2023,Transmission,0.0888,0
1155090,2024,Lore,0.1419,0
1155095,2024,The Moor,0.097,0
1155102,2023,Werewolf Santa,0.7647,1
1155107,2023,I Am Monsters!,0.1325,0
1155187,2023,The Lurking Fear,0.3357,0
1155516,2024,Happy Halloween,0.4399,0
1155519,2024,Art Calloway's Final Concept Album,0.0651,0
1155556,2023,The Fight or Flight Response,0.0065,0
1155573,2023,Tr*nny F**got,0.1914,0
1155604,2023,13:00,0.0098,0
1155875,2023,Burial,0.0245,0
1155980,2023,Inner Child,0.2135,0
1156141,2023,The Finale,0.4136,0
1156211,2023,The Crusher,0.0707,0
1156427,2023,Smashing Pumpkins,0.5112,1
1156448,2024,Murdrum,0.1906,0
1156640,2023,Callus,0.1848,0
1156650,2023,Fermata,0.0541,0
1157075,2024,Roger Is a Serial Killer,0.3349,0
1157131,2023,Sorry for the Delay,0.0293,0
1157287,2023,Black Clown 2,0.4602,0
1157430,2023,"Lust, Magic, and the Witches' Sabbath",0.1043,0
1157563,2023,The Dorm Of The Dead,0.2324,0
1157693,2023,Attack of the Corn Zombies,0.2349,0
1157699,2023,Midnight Incident,0.234,0
1157784,2024,Axes and Os,0.1224,0
1157900,2023,The Cradle,0.4616,0
1157951,2023,Three Baths,0.1297,0
1157981,2023,The Devil's Left Hand,0.2728,0
1158101,2023,The Curse of the Dutchman,0.0633,0
1158149,2025,Et Tu,0.007,0
1158249,2023,Project Eerie,0.0144,0
1158385,2023,Spirit of Fear,0.1084,0
1158582,2023,Pablo and the kid,0.0076,0
1158673,2023,Of All The Colors In The World,0.0758,0
1158680,2023,The Madness of Humpty Dumpty,0.4002,0
1158697,2025,The Dreadful Place,0.0231,0
1158709,2024,Shark Exorcist 2: Unholy Waters,0.2583,0
1158794,2023,Ride Baby Ride,0.0479,0
1158807,2023,Twisted Fiction,0.5262,1
1158945,2024,All For You,0.0396,0
1158960,2023,San Diego Incident,0.0066,0
1159004,2023,Sammy Slick: Vampire Slayer,0.7589,1
1159204,2023,1962 Halloween Massacre,0.3223,0
1159256,2023,Rosemary & Sage Turn Back Thyme,0.4181,0
1159275,2023,Cast Out,0.7424,1
1159431,2024,Florence in Customer Care,0.2069,0
1159477,2024,The King Tide,0.0763,0
1159518,2023,Black Noise,0.0047,0
1159581,2023,Road Head,0.0091,0
1159764,2023,The Trick or Treaters 2: Full Harvest,0.2383,0
1159774,2023,Advent,0.0202,0
1159987,2023,Presommar,0.0121,0
1160003,2023,Night of the Hunted,0.2386,0
1160109,2023,Happy On My Own,0.0049,0
1160110,2023,Latch,0.0748,0
1160112,2023,Bounce House,0.66,1
1160171,2023,Prisoner of the Dawn,0.1184,0
1160226,2023,Headstone of Solitude,0.7133,1
1160275,2023,Fck'n Nuts,0.2495,0
1160340,2023,Kill Your Lover,0.2927,0
1160471,2023,Spoor,0.0492,0
1160473,2023,In Your Hands,0.037,0
1160484,2023,The Dark House of Mystery,0.9667,1
1160618,2023,Variant II,0.7361,1
1160748,2024,Bystanders,0.3443,0
1160787,2023,The Animal,0.4521,0
1160923,2024,DarkGame,0.0398,0
1161098,2023,Good Looking Out,0.0199,0
1161105,2023,Jess Is a Clown Now,0.2402,0
1161115,2023,Scalper,0.1054,0
1161338,2023,Save the Flea,0.3181,0
1161345,2023,Murder Camp,0.5226,1
1161443,2023,Echo Sonata,0.8252,1
1161655,2024,Blind Waters,0.2195,0
1161663,2023,Ghost Project,0.1275,0
1161859,2023,Smokehouse,0.0055,0
1161988,2023,The Redeye Tapes,0.9081,1
1162035,2023,Revenge of the Demojordan,0.0393,0
1162055,2023,Connor Paterson: The Beast Within,0.1093,0
1162058,2023,The Boil,0.044,0
1162189,2023,The Loop: Undeniable,0.0077,0
1162348,2023,In Its Wake,0.2211,0
1162400,2023,Maid Droid,0.2254,0
1162480,2023,Charlie the Cancelled Skeleton,0.3945,0
1162506,2023,Memorial Time,0.8445,1
1162701,2023,The Pink,0.7156,1
1162719,2023,"3pm, Thursdays",0.0497,0
1162725,2023,Metamorphypus,0.0062,0
1162752,2023,Sight,0.0442,0
1162772,2023,Colin Carvey’s Long Halloween,0.3305,0
1162834,2023,The Last Nosferatu,0.3143,0
1162858,2025,The Other,0.0469,0
1162902,2023,Sounds? A Short Film,0.0064,0
1162936,2023,Babushka,0.1898,0
1162943,2025,Wyatt's Video,0.3426,0
1162974,2023,The Housefly,0.2488,0
1163266,2024,Critters: All You Can Eat,0.2721,0
1163319,2023,The Sequel,0.2601,0
1163342,2023,Death Snot,0.4295,0
1163418,2023,Taped Up Memories,0.0731,0
1163427,2023,JOHNNY ANTHOJOHNNY,0.0644,0
1163528,2023,Fractured Skies,0.1161,0
1163599,2023,Blackberry2013,0.003,0
1163722,2025,Lead Belly,0.5901,1
1163797,2023,Only Yourself To Blame,0.0123,0
1163834,2023,Dark,0.1253,0
1163852,2023,His Eyes Were Watching God,0.007,0
1163878,2025,Saco Part II,0.0185,0
1163969,2023,The Judgment,0.0487,0
1164362,2023,Lights Over Montgomery County,0.0084,0
1164368,2024,Timbermann,0.3708,0
1164806,2023,Origin,0.0718,0
1164935,2023,Depravity,0.3039,0
1165095,2023,Trapped in the Cabin,0.0107,0
1165144,2023,Happy Birthday,0.0142,0
1165176,2023,INFERNAL,0.3263,0
1165197,2023,PaleDV,0.1514,0
1165269,2023,Curse of the Weredeer,0.9117,1
1165398,2025,Cue To Cue,0.0072,0
1165437,2023,The Cult of AGFA Trailer Show,0.1063,0
1165452,2023,The Last Video Store,0.552,1
1165466,2024,Wake Up,0.1849,0
1165543,2023,Spooktacular!,0.4857,0
1165544,2025,In the Grip of Terror,0.7061,1
1165696,2023,Ancient Lore,0.7641,1
1165900,2023,Swamp Woman,0.9365,1
1165918,2023,Megalodon: The Frenzy,0.3385,0
1165927,2023,Maternal,0.0118,0
1165951,2024,Detox,0.0051,0
1166048,2023,Attack of the Swole People,0.6015,1
1166240,2023,Our House Is Not Haunted,0.0505,0
1166337,2023,The Thaw,0.0733,0
1166411,2023,Come Back Haunted,0.2129,0
1166537,2023,SONOS,0.0269,0
1166773,2023,Waking Nightmare,0.1218,0
1166953,2024,Kaiju Glam Metal Shark Attack,0.5199,1
1167016,2023,Perfect Flowers of the Scum Generation,0.3185,0
1167057,2023,Red Fox,0.1424,0
1167222,2024,"Martinez, Margaritas and Murder!",0.039,0
1167274,2023,Seed,0.0134,0
1167311,2023,The Pocket Film of Superstitions,0.1357,0
1167656,2023,Scariest Places in the World,0.2251,0
1167773,2023,Shark In The Dark,0.2848,0
1167913,2023,Piglady,0.2365,0
1168059,2023,SIGN-OFF,0.0685,0
1168251,2023,Remember me,0.0004,0
1168326,2023,The Other Woman,0.0455,0
1168409,2023,Killer Cottage Cheese Mayhem,0.1384,0
1168450,2023,Red Gloves,0.8007,1
1168458,2025,The Director’s Cut,0.1448,0
1168460,2023,Zombie Chronicles: Infection Zone,0.1955,0
1168674,2023,A Shining Example,0.0111,0
1168783,2023,Bad Barbie,0.0482,0
1168821,2023,The Wizard of Oz,0.4747,0
1168866,2023,again & again & again,0.0338,0
1168897,2023,Join or Die,0.184,0
1168953,2023,Horror in the Forest,0.4269,0
1169210,2025,The Mannequin,0.2541,0
1169449,2023,To Lie in a Field and Grow Old,0.0041,0
1169459,2023,High Roller,0.0187,0
1169523,2023,Tiny Thing,0.1484,0
1169791,2024,Stereoscope,0.034,0
1170018,2023,Neon Angel,0.0059,0
1170021,2023,Logway,0.0184,0
1170145,2024,Alpacalypse,0.4045,0
1170972,2025,Advent 2: Repentance,0.0064,0
1171211,2023,The Dead of Winter,0.8294,1
1171331,2023,the starch of petunia,0.0296,0
1171347,2023,We Joined A Cult,0.5488,1
1171428,2023,Pareidolia,0.142,0
1171435,2023,The Banshee,0.6212,1
1171476,2023,Playdate,0.0127,0
1171499,2023,Dirty Jersey,0.5001,1
1171841,2023,POV,0.0874,0
1171884,2023,Cryptid: The Chupacabra,0.3542,0
1171888,2024,The Skinwalkers: American werewolves 2,0.6365,1
1171893,2023,No Slasher Here,0.029,0
1171896,2024,Dogman Territory: Werewolves in the Land Between the Lakes,0.9469,1
1172042,2023,"Rain, Rain, Go Away",0.0343,0
1172121,2023,Pu Ekaw Tnod,0.1537,0
1172152,2023,Countersick,0.038,0
1172399,2023,Chomp,0.0101,0
1172400,2023,Gummy,0.0431,0
1172413,2023,Calf,0.0362,0
1172414,2023,Aje and Bruja,0.0195,0
1172427,2023,Last Words,0.8948,1
1172435,2023,The Coin Trick,0.0187,0
1172700,2024,Death After Dusk,0.3598,0
1172726,2024,Midnight Harvest,0.6872,1
1172892,2024,Camp Blood 9: Bride of Blood,0.0658,0
1173185,2025,The Fetus,0.1119,0
1173197,2023,Revenge of the Empire of the Apes,0.5594,1
1173214,2023,Mama Casserole,0.0178,0
1173379,2023,El Pozo,0.0475,0
1173559,2024,Insidious Inferno,0.1107,0
1173580,2023,Spider,0.3763,0
1173840,2023,The Comeback,0.1676,0
1173987,2023,Dead Dolls,0.1845,0
1174019,2023,Soulmate,0.0144,0
1174022,2023,Itch,0.0802,0
1174071,2023,Flesh Ballet,0.3064,0
1174081,2023,It Be an Evil Moon,0.3807,0
1174194,2023,Krispr,0.0647,0
1174200,2024,Stupid Games,0.7149,1
1174411,2023,Mr. Blur,0.0417,0
1174431,2023,Sacrament,0.0014,0
1174437,2023,Bind Over Thee,0.0448,0
1174447,2023,A Ghost in the House,0.3726,0
1174492,2025,It Doesn’t Get Any Better Than This,0.0758,0
1174500,2023,Death Drive,0.1163,0
1174549,2023,Disconnect,0.0098,0
1174618,2023,Alice in Terrorland,0.6161,1
1174811,2025,Damaged Disciples,0.2044,0
1174949,2024,Lode,0.1964,0
1175000,2023,The Unraveling,0.0275,0
1175038,2024,Stranger in the Woods,0.2355,0
1175141,2023,Hallowed Be Thy Nightmares,0.0057,0
1175175,2025,Skin,0.4354,0
1175182,2023,Big Brood,0.6692,1
1175189,2023,Phantom Fun-World,0.2553,0
1175194,2023,They're Real,0.0132,0
1175283,2023,Damp Trees,0.044,0
1175402,2025,Bad Haircut,0.2533,0
1175574,2024,Migraine,0.5098,1
1175682,2023,Fishmonger,0.3632,0
1175848,2023,Hide Your Crazy,0.1986,0
1175873,2023,Vindicta,0.068,0
1175964,2023,The Treasure of the Cyclops,0.1986,0
1175992,2023,Her Dark Reflection,0.0446,0
1175996,2023,The Last House of Horror,0.2692,0
1176003,2023,Killer in a Small Town,0.0297,0
1176073,2023,Stay at Home,0.0189,0
1176128,2023,Santa Isn't Real,0.0481,0
1176172,2023,A Lovely BBQ,0.0478,0
1176206,2023,The Lake Merritt Monster,0.2049,0
1176211,2023,Whisky Business,0.5396,1
1176392,2023,Cereal,0.9162,1
1176411,2023,Two Knocks on a Door,0.333,0
1176742,2023,Dispatch,0.0312,0
1176784,2023,The Dam,0.095,0
1176788,2023,Sam and Doug,0.0043,0
1177158,2024,Disremembered,0.0144,0
1177181,2024,Love Bites,0.9924,1
1177377,2023,BONDED,0.1012,0
1177411,2023,The Portrait,0.026,0
1177445,2025,Cannibal Mukbang,0.2263,0
1177462,2023,To Thine Own Self Be True,0.0043,0
1177529,2025,Deathgasm 2: Goremageddon,0.1904,0
1177533,2023,The Haunting Lodge,0.3484,0
1177573,2023,House Of Rooms,0.1099,0
1177649,2023,Friends Forever,0.8816,1
1177871,2023,The Hive,0.1766,0
1178329,2023,All You Need Is Blood,0.7996,1
1178369,2023,Identity,0.1171,0
1178460,2023,Monkey Man 2,0.7413,1
1178499,2023,Red Canvas,0.2488,0
1178831,2024,Woke,0.0039,0
1179116,2023,The Angels,0.0105,0
1179165,2023,Zombie Rage,0.2144,0
1179171,2023,The Last Word,0.0581,0
1179188,2023,The Picture of Dorian Gray,0.0081,0
1179454,2023,Refuse,0.0324,0
1179504,2023,The Getback,0.0247,0
1179558,2023,15 Cameras,0.0005,0
1179939,2023,Free Bench Must Pick Up Today,0.4844,0
1180166,2023,Life's Edge - First Cut,0.1546,0
1180255,2024,Coffintooth,0.4498,0
1180326,2024,The Night of the Harvest,0.0471,0
1180484,2023,Sanguisuga,0.7463,1
1180495,2023,Snakes!!,0.0726,0
1180583,2023,Flesh Games,0.8676,1
1180696,2023,Ooze,0.0982,0
1180708,2023,Oh Sweetie!,0.0115,0
1180763,2023,From the Shadows,0.0351,0
1180849,2023,Storm,0.1582,0
1180879,2023,Soul Mates,0.0282,0
1181041,2024,A Coincidental Engagement,0.0087,0
1181075,2023,Mosquito Lady,0.4818,0
1181215,2023,Glowzies,0.6171,1
1181217,2023,Dark Tales,0.1693,0
1181235,2023,Honk,0.1422,0
1181272,2024,Tree of Nails,0.1167,0
1181277,2023,Circle City Supernatural,0.2751,0
1181293,2023,Good Evening,0.0512,0
1181413,2023,Shriek!,0.0095,0
1181429,2023,Body Count,0.1435,0
1181568,2023,The Exorcists,0.2381,0
1181627,2024,Untitled,0.0181,0
1181732,2023,Brujas,0.4488,0
1181830,2023,Split Screen,0.1627,0
1182035,2023,SHRINE,0.111,0
1182283,2023,It Shall Not Be Named,0.0217,0
1182286,2023,Beneath Us All,0.2155,0
1182328,2023,The Green Ribbon,0.1864,0
1182330,2023,Fake,0.0139,0
1182445,2023,The Curse of Abigail Proctor,0.0175,0
1182446,2023,Hands of Hell,0.2855,0
1182565,2023,Deadline,0.2831,0
1182569,2023,Death Date,0.1277,0
1182590,2024,Crackodile,0.4835,0
1182635,2024,Night Train,0.1021,0
1182768,2024,Unto Insecta,0.0518,0
1182832,2023,Agora,0.0195,0
1182886,2024,The Bacchae,0.0834,0
1182986,2023,"I Could Just Die, and That Would Be All Right",0.8568,1
1183104,2023,The Devil's Work,0.3022,0
1183112,2023,Nellie's Voices,0.0113,0
1183372,2023,Action!,0.0008,0
1183473,2023,Boggy,0.5508,1
1183487,2023,Power Cut,0.0126,0
1183539,2023,Family Night,0.0292,0
1183564,2023,The Hammer of Witches: The Screech Owl,0.0104,0
1183629,2023,Don’t Feed the Gulls!,0.2213,0
1183661,2023,High End Dying,0.0099,0
1183895,2023,Quiet,0.1464,0
1183937,2023,Auditions for Her Nightmare,0.2649,0
1183970,2024,Little Lillith,0.1748,0
1183972,2023,House of Dolls,0.6451,1
1184294,2024,An Angry Boy,0.0098,0
1184302,2023,The Walk,0.0965,0
1184401,2023,The Elevator,0.0306,0
1184433,2023,Final Cut,0.3818,0
1184491,2023,Delivery Attempted,0.0247,0
1184631,2023,Svinorcist,0.0413,0
1184784,2023,You're Not Supposed to Be Here,0.007,0
1184798,2024,Hey Man,0.7107,1
1184805,2023,Sonflower,0.0045,0
1184862,2023,American Gothic,0.0784,0
1184897,2023,Bug,0.4392,0
1184907,2023,Tradition,0.0748,0
1184963,2023,Johnny: VHS Collection,0.056,0
1184982,2023,Alex Hugo's White Lily,0.3025,0
1184995,2025,The Garden Of Edette,0.1672,0
1185029,2023,Visitors from Hell: Paranormal Horror Stories,0.0829,0
1185383,2024,Dark Signals,0.1875,0
1185432,2023,The haunting in rosemary lane,0.4964,0
1185439,2023,Ouija Witch,0.1897,0
1185441,2023,Bluegrass Spirits,0.1198,0
1185454,2023,Your Dirty Fucking Wallpaper Mess,0.0515,0
1185501,2023,Felo-De-Se,0.0778,0
1185623,2023,Thanatomania,0.4446,0
1185768,2023,Geronimo,0.2039,0
1185777,2024,Gummies,0.7228,1
1185780,2023,Bishop's Cove,0.0537,0
1185790,2025,I See the Demon,0.029,0
1185856,2023,The Power of the Strike,0.0616,0
1185927,2023,I Heard You Edit Baby Videos,0.0181,0
1185950,2023,Black Forest,0.2299,0
1185980,2023,Black Forest 2,0.7178,1
1185988,2023,Black Forest 3,0.0204,0
1186013,2023,The Drowned,0.7266,1
1186023,2024,Don't Turn Out the Lights,0.0438,0
1186026,2023,Reframe,0.0985,0
1186274,2024,Goldilocks and the Three Bears: Death & Porridge,0.2894,0
1186283,2023,Janelle's Baby,0.1426,0
1186293,2024,'Neath,0.2362,0
1186538,2023,Pale,0.1532,0
1186605,2024,Black Eyed Susan,0.9544,1
1186714,2023,Assimilation,0.5421,1
1186735,2023,The Hyperborean,0.1252,0
1186749,2023,How We Ended Us,0.0202,0
1186754,2023,The House of Pain,0.6113,1
1187025,2023,Chapter X,0.2526,0
1187117,2023,Wet Snuff,0.8227,1
1187186,2025,Zombie Strain,0.9265,1
1187339,2023,The Ezzera & Gore-Girl Horror Anthology,0.5338,1
1187417,2024,Rumours,0.0811,0
1187474,2023,Dogman,0.7781,1
1187498,2023,Monster Grizzly,0.536,1
1187504,2023,Shadows : The Movie,0.0124,0
1187609,2023,The Devil Went Down to Islington,0.1709,0
1187916,2023,Reappearance,0.0083,0
1187956,2023,Neo Blood X,0.7076,1
1187964,2023,Crazy Skier Man,0.0261,0
1188182,2023,The Bodington Tape,0.0853,0
1188278,2023,Artifacts of Fear,0.7159,1
1188423,2025,Site,0.0541,0
1188447,2023,Hello in Here,0.7685,1
1188598,2023,Scary Tales: Dead Zone,0.0797,0
1188657,2023,Câmera Nua,0.0002,0
1188677,2023,Z-ERO,0.025,0
1188738,2025,The Weedhacker Massacre,0.3932,0
1188741,2024,Barbie & Kendra Crash Joe Bob's Drive-In Jamboree!,0.1366,0
1188757,2023,Human Hibachi: The Beginning,0.1922,0
1188852,2023,Lost Marbles,0.925,1
1188954,2023,MK Ultra Violence,0.3436,0
1188956,2023,Paranormal Drunktivity,0.0909,0
1188977,2023,Get Home Safe,0.0328,0
1189015,2023,CASSETTE,0.208,0
1189043,2023,Party Monster,0.0204,0
1189159,2023,Day 66,0.0086,0
1189205,2023,Blood and Snow,0.4224,0
1189281,2023,Grand Hampton the Movie: Anthology,0.0077,0
1189287,2023,Thursday the 12th,0.9565,1
1189310,2023,Help Point,0.0075,0
1189317,2023,Chicken Surprise,0.9578,1
1189354,2023,Bigfoot vs Megalodon 2,0.0528,0
1189370,2024,Silent Thunder,0.5307,1
1189422,2023,Close Your Eyes,0.0084,0
1189508,2023,The R.A.,0.1547,0
1189510,2023,The Devil's Music,0.4776,0
1189715,2023,Backwoods,0.0611,0
1189798,2023,Squealer,0.0438,0
1190025,2023,Dante's Hotel,0.0974,0
1190071,2023,Decade of the Dead,0.4803,0
1190128,2024,Lesbian Psycho,0.2057,0
1190151,2023,Las Vegas Frankenstein,0.5135,1
1190186,2023,The Kindness of Strangers,0.0622,0
1190330,2023,Haunted Stories And Tales Of Horror,0.7081,1
1190400,2023,Alone Together,0.0023,0
1190416,2023,Mysteries of the Desert,0.2078,0
1190462,2023,Breathing In,0.0397,0
1190508,2023,Whippersnapper,0.0715,0
1190532,2023,The Covid-19 Virus,0.0177,0
1190629,2023,Dean of the Dead Presents: Holiday Horrors,0.9519,1
1190755,2023,Dog Shadow,0.0926,0
1190774,2023,The Plant Boy,0.9442,1
1190868,2024,V/H/S/Beyond,0.3857,0
1190888,2023,2 Players Required,0.01,0
1191076,2023,Reptchild,0.0993,0
1191318,2024,I Will Never Leave You Alone,0.1059,0
1191499,2023,Souling,0.7573,1
1191588,2024,Addict,0.0155,0
1191902,2023,Disco Inferno,0.1319,0
1191912,2023,Loomis Drive,0.8217,1
1191920,2023,The Red Mirror,0.0093,0
1191992,2023,Dealer,0.003,0
1192033,2023,Palette of Her,0.6045,1
1192124,2023,Black Daruma,0.3232,0
1192131,2023,paris super bed bug virus patient zero,0.1607,0
1192154,2023,Dead Ringer,0.005,0
1192203,2023,Ten of Swords,0.5711,1
1192205,2024,Invited,0.1333,0
1192224,2023,In The Shadows,0.3536,0
1192253,2023,Daddy's Night,0.5898,1
1192379,2023,Hymn,0.0405,0
1192405,2023,Ultra Violent Light,0.1726,0
1192441,2024,INTERLOPERS,0.1431,0
1192564,2023,Camera Obscura,0.0074,0
1192618,2023,Spaghetti,0.0551,0
1192676,2023,"Dracula, The Monster",0.0619,0
1192749,2023,It Heads Home,0.0206,0
1192793,2023,Blood Line,0.0615,0
1192794,2024,Listen Carefully,0.4219,0
1192828,2023,Dark Haven,0.1257,0
1192830,2023,There Is No Sanctuary,0.1019,0
1192867,2023,Don't Run,0.0521,0
1192906,2023,The Eye,0.0065,0
1192910,2023,Plaggy Bag,0.2937,0
1192916,2023,Sandra Gets A New Fringe,0.0827,0
1192961,2023,Toad Boy,0.1988,0
1192962,2023,Killer Feet,0.205,0
1192970,2023,You Have Reached Your Destination,0.023,0
1193038,2023,Maya Valai,0.1337,0
1193063,2023,Moving On,0.0189,0
1193066,2023,Where Herb Went,0.21,0
1193155,2023,XMAS,0.0892,0
1193221,2023,Sad Boyd Clones Dog: The Movie,0.1915,0
1193278,2023,Mystery Box,0.3806,0
1193317,2023,Bloodlust XXX,0.3234,0
1193341,2023,Walden,0.0572,0
1193398,2023,Fugue State,0.0118,0
1193625,2023,Floater,0.0345,0
1193659,2023,Die'ced,0.9635,1
1193710,2023,Desecration,0.0615,0
1193776,2023,The Quachita Beast Incident,0.2277,0
1193824,2025,Rabbit Trap,0.0749,0
1193866,2023,Alice and the Vampire Queen,0.2384,0
1193927,2023,When the Trash Man Knocks,0.4864,0
1193969,2024,Accidental Stars,0.0632,0
1194019,2023,As We Know It,0.1402,0
1194185,2023,Squatch Junkies,0.9716,1
1194257,2023,Night of the Insolent Vermin,0.1409,0
1194372,2024,Hiding Henry,0.1433,0
1194420,2024,Jason In Indianapolis: A Friday the 13th Tribute,0.0374,0
1194437,2023,Shadow,0.0184,0
1194550,2023,ALONE,0.0199,0
1194644,2023,Jacquilynn The Ripper,0.2215,0
1194713,2023,Flakka Zombie Drug,0.0541,0
1194724,2023,Bye-Bye,0.0123,0
1194729,2023,Gamesmanship,0.0201,0
1194732,2023,To Fetch A Pail,0.0089,0
1194742,2023,Beyond Darkness,0.0046,0
1194770,2023,Lucid Dream,0.025,0
1194776,2024,Behave,0.1683,0
1194784,2023,Cul-de-sac,0.1183,0
1194816,2023,Surviving a Week at the Real Conjuring House,0.2645,0
1194829,2024,Secret Menu Beauty Pageant,0.3659,0
1194909,2023,A Ghost Story for Christmas: Lot No. 249,0.1414,0
1194955,2023,Inhabitants,0.015,0
1194974,2023,Pinoy Ghost Tales,0.2158,0
1195041,2023,The Corpse Road,0.172,0
1195095,2024,Winemaker,0.2535,0
1195103,2023,Don't Do Anything Stupid,0.0084,0
1195161,2023,The Seance,0.0351,0
1195314,2023,Spooky Crew,0.0737,0
1195339,2023,Waking Madness,0.0753,0
1195342,2023,The Patrolman,0.0574,0
1195581,2023,An Occurrence in the Countryside,0.1061,0
1195638,2025,Infernal,0.5527,1
1195708,2023,Remains,0.0237,0
