id,imdb_id,title,year,imdb_poster,source
351075,tt2216304,Moderngrumble,2012,https://m.media-amazon.com/images/M/MV5BZjI2MzNhMzQtNjJjYi00YTAxLWIwZDUtYzQ3Y2NjYWMxNWZhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
352166,tt4332812,Catastasis,2015,https://m.media-amazon.com/images/M/MV5BMTg2Nzc0OTMtYmZjMy00Njk1LWI1ZjYtOTcwNGYxOTQyNjlkXkEyXkFqcGc@._V1_UX1000.jpg,suggest
352172,tt2104842,A Voice from Hell,2011,https://m.media-amazon.com/images/M/MV5BNmE1NzBjODEtODFkMC00MGRlLWI4YjUtMWQ5NzE2ZGM0ODQwXkEyXkFqcGc@._V1_UX1000.jpg,suggest
352816,tt0390281,My Lovely Burnt Brother and His Squashed Brain,1988,https://m.media-amazon.com/images/M/MV5BODZmNmM5Y2EtNTgxNS00ZGU2LTljYzMtYWU5MmUyN2JlNzdjXkEyXkFqcGc@._V1_UX1000.jpg,suggest
352823,tt3431606,Playing with the Devil,2014,https://m.media-amazon.com/images/M/MV5BY2U4YzAxYjYtMzkxNS00MGZmLWIzOGItMDk3YmU2NzM5YTc2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
353038,tt1828943,Aanteni,2011,https://m.media-amazon.com/images/M/MV5BZDlmNGM0N2EtYzY3NS00ZGU1LWE2OTEtZWFkOGU1NDA3MjFiXkEyXkFqcGc@._V1_UX1000.jpg,suggest
353862,tt2077862,T is for Tantrum,2011,https://m.media-amazon.com/images/M/MV5BN2ViYWE2OWYtZDc3NS00ZDhkLWI1NTQtNWI4MjlkZjYwNjU1XkEyXkFqcGc@._V1_UX1000.jpg,suggest
353940,tt2950844,Amberpark: The Beginning,2013,https://m.media-amazon.com/images/M/MV5BZGE0MzRkOWUtOTllMi00NWU0LTgwMDktNzZjMTI2MmFiZmU0XkEyXkFqcGc@._V1_UX1000.jpg,suggest
354334,tt1924347,Polly,2010,https://m.media-amazon.com/images/M/MV5BYTBhODg1NjktOGYwYy00ZGY2LWI2Y2QtNWI3NmFkOTQ1ZGEyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
355272,tt2806688,Assignment: Witches Talisman,2013,https://m.media-amazon.com/images/M/MV5BMTE5ZGY5ZDAtNGY4Yi00NTM5LTg2ZDctMTNjMjFkYmMwYWViXkEyXkFqcGc@._V1_UX1000.jpg,suggest
355487,tt4571340,O Negative,2015,https://m.media-amazon.com/images/M/MV5BMjg4ZGE0ZmEtNmMxMy00MWFkLWI5NzItYzk1ZDFjNGIyODBmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
355713,tt1934372,Quiver,2015,https://m.media-amazon.com/images/M/MV5BYTUzMTc0NGItOTIyNC00MzRmLWJhYzktZDEwMTNkZmNiODIwXkEyXkFqcGc@._V1_UX1000.jpg,suggest
356891,tt2369962,37,2013,https://m.media-amazon.com/images/M/MV5BZWU2OGJjNjMtYmI5Yi00NmJjLWEzYzAtMzgzODg0ZDA0Y2UxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
357611,tt1606667,Showreel,2012,https://m.media-amazon.com/images/M/MV5BMzNhZjM1ZmMtZDFkNS00NTMzLThjNmYtNjQyOWI2ZWEzZTQyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
358602,tt0441398,Night of the Chihuahuas,2004,https://m.media-amazon.com/images/M/MV5BMmEwOWMwYTItZjhhMS00MTA0LWEyZmEtZDM1ZDY2YWI3MTBjXkEyXkFqcGc@._V1_UX1000.jpg,suggest
360018,tt0360505,Death Faces,1988,https://m.media-amazon.com/images/M/MV5BMTJkYmQyYWYtYjlhYy00ZDA3LWE2ZjQtYmQxZDNkOGE5MzAwXkEyXkFqcGc@._V1_UX1000.jpg,suggest
360703,tt0427926,The Taking,2004,https://m.media-amazon.com/images/M/MV5BNDA1NWUwZjYtNjA2MS00NzY1LTkzZTUtNTUxYmRmOWFlZWQ5XkEyXkFqcGc@._V1_UX1000.jpg,suggest
361144,tt0455156,Massacre Up North,2001,https://m.media-amazon.com/images/M/MV5BNzEzMjU4MTgtN2IxOC00OWI0LWFhNGItN2Y3M2NlZjE2MDE1XkEyXkFqcGc@._V1_UX1000.jpg,suggest
361495,tt2779730,Jessica's Room,2012,https://m.media-amazon.com/images/M/MV5BZjExZDBjZjEtMTliYS00MDUwLTg5NTAtYzU5NzI2YzgyYWFiXkEyXkFqcGc@._V1_UX1000.jpg,suggest
362738,tt4513878,Massage Parlor of Death,2015,https://m.media-amazon.com/images/M/MV5BMzI2MWFhZjQtOGYyZS00YThkLWEyMjUtNjcyODY2Y2Q2YWY3XkEyXkFqcGc@._V1_UX1000.jpg,suggest
363036,tt2390698,Happy Helladays,2011,https://m.media-amazon.com/images/M/MV5BMTU5ZjFjMTItMzNkMy00NjhhLThlOTUtOTgxYjkxNjg5NmNkXkEyXkFqcGc@._V1_UX1000.jpg,suggest
363459,tt3286476,Witches Brew,2013,https://m.media-amazon.com/images/M/MV5BYzNjZGNkZTMtOGMzZC00YTMxLThiMGMtMTY0ZDYzNDNlMDZkXkEyXkFqcGc@._V1_UX1000.jpg,suggest
364194,tt1168640,I Am Legend: Awakening - Story 2: Isolation,2008,https://m.media-amazon.com/images/M/MV5BMmMxZWM2YzgtYWZlMC00NmQxLWEwODgtZWYxNDhjOTEwN2U1XkEyXkFqcGc@._V1_UX1000.jpg,suggest
364308,tt3990426,Fast Zombies Suck,2015,https://m.media-amazon.com/images/M/MV5BYzI1MjM5ZTQtZjM1ZC00ODI0LWFiNDMtNDUxZjMxZjZiMDAyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
364347,tt1374964,The Ties That Bind,2009,https://m.media-amazon.com/images/M/MV5BMmFhMmU3Y2YtNWZkZi00ZDc2LWI0OTctY2Y4MTE4MTI2MGI2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
364400,tt5109792,Monster Problems,2015,https://m.media-amazon.com/images/M/MV5BYWQ5MjBkYzgtZTkzOC00YzNiLWFlMGQtMDgxNmEzNjIxOGM4XkEyXkFqcGc@._V1_UX1000.jpg,suggest
364759,tt4435092,Home Sweet Home,2015,https://m.media-amazon.com/images/M/MV5BNGM3OWZiNzItMDI0NS00OTdlLWI0MGItMTQ2NDAzZDQ5Mjc3XkEyXkFqcGc@._V1_UX1000.jpg,suggest
365252,tt4049312,Blood Runs Black,2015,https://m.media-amazon.com/images/M/MV5BMDJhNTJlYjgtMzhiOS00ZTgxLWJjMTMtYmRiOWFiOThhMmZmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
365860,tt3824162,The Pride of Strathmoor,2014,https://m.media-amazon.com/images/M/MV5BN2VlNTA4YTItOGUxYS00NTY5LWI0NjEtNzcyYWZmMTA1NDdmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
366005,tt5208584,Lullaby,2015,https://m.media-amazon.com/images/M/MV5BNzEzODAxZmEtN2ZhNi00MjFlLThjMDAtN2Q4ZmYxMWVjNTMyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
366084,tt4905528,Ghosting,2015,https://m.media-amazon.com/images/M/MV5BYjU3Yjk2YTAtMzY2NC00OTI2LWE3MTAtYmY2ODVjMWM4ZDA2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
366090,tt5774630,Pillow Fright,2015,https://m.media-amazon.com/images/M/MV5BOWJmNDQxNTEtYWQ5OC00NGUzLTkwMDItMWUzMDJhZGZjOWJkXkEyXkFqcGc@._V1_UX1000.jpg,suggest
366096,tt3698346,The King and Queen of Halloween,2014,https://m.media-amazon.com/images/M/MV5BNjM0NzczYzYtODc2Yi00M2Q0LWI2NTYtMzExNWRhOTAxYTczXkEyXkFqcGc@._V1_UX1000.jpg,suggest
366123,tt5259862,Reunited,2015,https://m.media-amazon.com/images/M/MV5BODE1M2JmMzUtNDVjYy00ZmFkLWI1ZjctNzgzNTdiMTg3MzNhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
366129,tt5049706,In the Dark,2015,https://m.media-amazon.com/images/M/MV5BNmI4ODRlZGYtNGEyMS00YzE2LTg2OWQtNTYwNDdiMjFhMWY2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
366296,tt3717422,This Is How You Haunt Your House,2014,https://m.media-amazon.com/images/M/MV5BY2JkNzMzZWYtYmE3ZS00NDg3LWI1NWUtYTdkZDRjM2Y1ODA1XkEyXkFqcGc@._V1_UX1000.jpg,suggest
366719,tt3609874,Unnatural History,2014,https://m.media-amazon.com/images/M/MV5BZmJmZGFlNDItMjUyYy00NjUzLTg5YWMtYWIxZDNiYmQyN2I4XkEyXkFqcGc@._V1_UX1000.jpg,suggest
368347,tt0383533,Nocturne,1998,https://m.media-amazon.com/images/M/MV5BMjg0N2JhNjYtZGI4My00MmQxLTllZTktODk3NDYzZmMyMGI2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
370133,tt4622666,Deimosimine,2016,https://m.media-amazon.com/images/M/MV5BYmRhMjgwMDUtZmEzNS00ZDI0LWFiODAtNjRiNDdmNmZkMTdmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
371440,tt5203722,Delirium,2015,https://m.media-amazon.com/images/M/MV5BNDNkZGM2MjUtMWVmOC00ZjNiLThmY2ItNmYxNjZmNjA2NTZmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
371886,tt4359754,Wake Me When I Leave,2015,https://m.media-amazon.com/images/M/MV5BZDdmMzU2OTgtOTA0MS00OTJhLWFlY2MtZGY0ZTU3NTJmMjU3XkEyXkFqcGc@._V1_UX1000.jpg,suggest
372052,tt3666744,"3 Guys, A Girl, and A Demon",2014,https://m.media-amazon.com/images/M/MV5BYmRmODRjMmYtNDg5OS00YzZiLWFjMmUtZjdhZWFmNjU5ZmNkXkEyXkFqcGc@._V1_UX1000.jpg,suggest
372577,tt3004380,Midsummer Nightmares II: Summer's End,2014,https://m.media-amazon.com/images/M/MV5BN2ZkM2Q3ZjEtZWZhNS00ZjBjLTg0NTQtZjRjNzBlNzg3MWZkXkEyXkFqcGc@._V1_UX1000.jpg,suggest
374706,tt5248058,Season's Greetings,2015,https://m.media-amazon.com/images/M/MV5BNTQxY2NlNDQtMTE0Ni00YzY3LTlmYmUtNjcyNWQ1NjgxNTRjXkEyXkFqcGc@._V1_UX1000.jpg,suggest
377567,tt1838858,More Than You Can Chew,2011,https://m.media-amazon.com/images/M/MV5BNTdkZTJjZjMtOGUzNy00MGQ5LTlhMTEtY2IzNmJiMGU1M2E1XkEyXkFqcGc@._V1_UX1000.jpg,suggest
377603,tt0441635,The Horror Seasons,2005,https://m.media-amazon.com/images/M/MV5BNGM5NzI1ZWQtM2VhNC00NDkxLTliZmUtMTQ0YmZmYzZlNzJhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
379096,tt5287966,Don't Scream,2015,https://m.media-amazon.com/images/M/MV5BMTllN2RmOTgtYzEzNi00YzgyLWJhYmYtZWYyYWZkNGRmMjhmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
379098,tt4669048,Twas the Night of the Tree Beast,2012,https://m.media-amazon.com/images/M/MV5BODY0OGM1MTEtNzhmNS00ZWIwLTkzYjItYWIzY2IzYjQ1MDdjXkEyXkFqcGc@._V1_UX1000.jpg,suggest
379865,tt5017252,Never Tear Us Apart,2016,https://m.media-amazon.com/images/M/MV5BNGM1NzJmMjgtZjVkZi00MTljLTk2YzktMDgzZDJiNDc3OTE2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
381702,tt4194570,The Woods,2016,https://m.media-amazon.com/images/M/MV5BY2U1ODkwMjktMTgyMy00OGE2LTk4ZjMtZDZjZDk0YjZkMGY5XkEyXkFqcGc@._V1_UX1000.jpg,suggest
381782,tt1935246,Summer of the Zombies,2011,https://m.media-amazon.com/images/M/MV5BNGFlMGQ1NjAtMzdmMS00MWM1LTlhZTUtNjg2NGE2ZTVmNWQwXkEyXkFqcGc@._V1_UX1000.jpg,suggest
382049,tt4253772,House on Nightmare Lane,2014,https://m.media-amazon.com/images/M/MV5BOGE2NDA1MmEtMGY2Yi00YWVjLWJkYzYtZDBiNjRmZjI3ZDY2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
382050,tt4899636,The Underpass,2015,https://m.media-amazon.com/images/M/MV5BNTlhZDg2MmYtYjlhYi00ZDE3LTgzYmUtMzAwNDc4M2IwZmNmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
382275,tt4080086,Dinner,2014,https://m.media-amazon.com/images/M/MV5BMzBhYTIxYzItNmU1Ni00MWRkLWJkODMtN2FkNjgwZjk2Y2ZhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
382858,tt3628560,The Baker,2013,https://m.media-amazon.com/images/M/MV5BYTI0ODgxYTItMzNiZi00OGY2LTlhNmItNzQwYTVhYjg1M2YxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
383648,tt0384556,Spook,1988,https://m.media-amazon.com/images/M/MV5BNGRlZmYxMzQtMTFlYy00ODU4LThkZTMtNjgxYjI3ZmM3YjcyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
384830,tt4474598,Crocodile,2015,https://m.media-amazon.com/images/M/MV5BNjg3YzE2MTYtZWZlOS00NDdkLWEyZTktNTYzZTk1Mjc3YWYyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
385033,tt4522942,Mindless,2016,https://m.media-amazon.com/images/M/MV5BYzA0Y2Y2MjUtNmVlYy00MzU4LTlmZmUtN2I1MzVhN2ZiMWQ4XkEyXkFqcGc@._V1_UX1000.jpg,suggest
385038,tt5060506,KEEN-wah,2015,https://m.media-amazon.com/images/M/MV5BYWZjMjk4OTEtYjZjZC00YmIwLWJjMzctZDg0NjkzNzU4YWMxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
386867,tt3355520,White With Red,2013,https://m.media-amazon.com/images/M/MV5BNjc0ZTc2MjctOGQzNi00OWEyLWE5NjItMDFjZGUwZjEyYjkyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
386878,tt4354240,Behind Closed Doors,2009,https://m.media-amazon.com/images/M/MV5BMTEyMTNmMjAtYjdjMS00ZDBhLWI2ZDctYjkzMzcyOTcwNjA5XkEyXkFqcGc@._V1_UX1000.jpg,suggest
387034,tt5450160,Nasty Nancy,2010,https://m.media-amazon.com/images/M/MV5BOGVjYWQ0M2QtNGU4YS00ZGMxLTk1ZTEtM2YwMzcxMjYwYjI5XkEyXkFqcGc@._V1_UX1000.jpg,suggest
387039,tt5540058,Succubus,2016,https://m.media-amazon.com/images/M/MV5BNWUwNzAzZDAtYWUxMy00ZjYwLThlOWYtZDEwODdjNmY1ZmE5XkEyXkFqcGc@._V1_UX1000.jpg,suggest
387468,tt4276660,Boxgirl,2014,https://m.media-amazon.com/images/M/MV5BZTIwZGI5ODgtMDZjYS00OTE4LWIxMmEtY2NkZTZiNTM5YjkwXkEyXkFqcGc@._V1_UX1000.jpg,suggest
389735,tt6977358,Die! Sitter! Die! : Rupert,2016,https://m.media-amazon.com/images/M/MV5BNWIwODZlYTMtZmM1ZS00NDk2LWEyZTAtMzcyOGNiNGEyN2M2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
390576,tt1278026,Colonel Kill Motherfuckers,2008,https://m.media-amazon.com/images/M/MV5BOGNjYzVmNjctNmE1ZC00YjU3LThjYTItYmUwNTNjNWEzMDUwXkEyXkFqcGc@._V1_UX1000.jpg,suggest
391218,tt1913080,Murder for Pleasure,2014,https://m.media-amazon.com/images/M/MV5BNzRmYzgwMGMtOTc2NS00ZWU1LTgwNzMtMjNhMmI4OWE0NzcxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
392048,tt4354984,Postpartum,2015,https://m.media-amazon.com/images/M/MV5BNjA5MWNiYWEtNzIyYi00OGJiLTk2ZTYtNWRhNGExMTNiNWMzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
393148,tt5095016,Empty Bed,2015,https://m.media-amazon.com/images/M/MV5BNWIzOWYwMjEtMDYyMy00YTU2LWI5OWEtZjBhMDgwMmNmNWFjXkEyXkFqcGc@._V1_UX1000.jpg,suggest
393210,tt5028684,Knockers,2016,https://m.media-amazon.com/images/M/MV5BZGZiM2I5ZGMtZjM0MC00ZTBiLTllNDEtMTdlNjZjNDA1NjNhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
393318,tt4630786,The Babysitter Murders,2015,https://m.media-amazon.com/images/M/MV5BODJhOGI2MDQtZDllMi00NDZiLWI4MmYtMDE4MzMzODg2MTIyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
395380,tt5645082,Demented,2016,https://m.media-amazon.com/images/M/MV5BYmQ3ODA3MDktZDAyYi00ZmQ5LWE0MzUtNjk1OGI0NDkzNWNjXkEyXkFqcGc@._V1_UX1000.jpg,suggest
395483,tt4960502,Flat 6,2004,https://m.media-amazon.com/images/M/MV5BOTc4MDBhNWYtNzdhYi00M2U4LWJjZjctYzg0MWZiYjc5MDkyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
396041,tt2385318,Dead Is Dead Again,2011,https://m.media-amazon.com/images/M/MV5BMjAwMDRlNGYtNmFkOC00MzVjLWExZmItMGY0NTUwZGQzYTQzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
396822,tt3525074,Gutter Punk Massacre,2014,https://m.media-amazon.com/images/M/MV5BNTEzZWFmNjEtYjkyMi00NTViLWFhYWMtMTdiZWE4NzVjZjBmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
397167,tt3329942,Peter Coukis: Gimoire,2013,https://m.media-amazon.com/images/M/MV5BYmY1NDc5MDEtMDMwZS00MDI5LWJmZjgtMDc3NGY5OTRmYWIwXkEyXkFqcGc@._V1_UX1000.jpg,suggest
397392,tt6274596,Return of the Curse,2006,https://m.media-amazon.com/images/M/MV5BN2Q4ZTFhYWYtODFlOC00ODA4LThiNzYtMzEwZjZjZjE0ZmQwXkEyXkFqcGc@._V1_UX1000.jpg,suggest
398896,tt0067499,Nobody Ordered Love,1972,https://m.media-amazon.com/images/M/MV5BYjI0MzZkOWUtNDAwYy00NDI4LTlkZmQtNzIxODlkMDZiYjNkXkEyXkFqcGc@._V1_UX1000.jpg,suggest
398986,tt5509798,Break My Bones,2016,https://m.media-amazon.com/images/M/MV5BNjQ4ZTM1ZDktYmFiNS00YWQxLWJlMzktMTBmNzZmZjgyZDE5XkEyXkFqcGc@._V1_UX1000.jpg,suggest
399130,tt4181278,Campground: The Requel,2015,https://m.media-amazon.com/images/M/MV5BNjliMTQxMDMtZmIxYS00NzhkLTkwM2QtNDJjNzAwMDhkNTRhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
399592,tt5924730,Instruments of Evil,2016,https://m.media-amazon.com/images/M/MV5BZjQ3YzQzZjgtMmI3Zi00ODZkLThkNDMtNTcyODhjNDliNjJmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
400871,tt5622820,Maxwell,2015,https://m.media-amazon.com/images/M/MV5BOWFlZWEwMDUtYTNmZS00NWI2LThiNjItMTFiMmQxYjU1OGJjXkEyXkFqcGc@._V1_UX1000.jpg,suggest
401422,tt5702450,Lilith's Awakening,2016,https://m.media-amazon.com/images/M/MV5BYzgxNzYwNTUtNjAzMC00ZWEwLTk3OTctNzE5Mzk4MWRiZDNhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
402195,tt1825657,Anorexia,2010,https://m.media-amazon.com/images/M/MV5BMjNkMzExM2ItZjdhOC00MDhmLWExZTQtYWNmYTZkNDhjY2Y4XkEyXkFqcGc@._V1_UX1000.jpg,suggest
402735,tt5692212,The Man's Name is Spade,2016,https://m.media-amazon.com/images/M/MV5BNmNlMjY3ZDYtMWRiYy00MDE0LWI0MWEtMjhiY2E3MTQ5MjRhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
403830,tt4401614,Under Dark,2014,https://m.media-amazon.com/images/M/MV5BMDVhMTQwZDAtMjlhOS00ZWE2LTlhMDktNTBiYTY0Mzk2OTM5XkEyXkFqcGc@._V1_UX1000.jpg,suggest
404193,tt0393571,The Outsider,1994,https://m.media-amazon.com/images/M/MV5BYWU0NDUzOGYtZDlmNi00NmYxLWEyNmQtOTI1MDA5YmE2NGQ3XkEyXkFqcGc@._V1_UX1000.jpg,suggest
404205,tt1715220,The Picture in the House,2010,https://m.media-amazon.com/images/M/MV5BMmQwYWVhNmUtZjE0MS00M2U1LWE2NjUtMzk4YjYxM2IzZGYxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
404963,tt4931068,Eight,2015,https://m.media-amazon.com/images/M/MV5BOWM0Y2NkMDAtMDA0OC00MjgwLTgyNzUtNmVmZjY4YjZlNjQ4XkEyXkFqcGc@._V1_UX1000.jpg,suggest
405205,tt0800217,Stanley's Girlfriend,2006,https://m.media-amazon.com/images/M/MV5BNjZjMGU2YjMtMDUyOC00N2E4LWFiY2ItODljNTdiZDVkNjE2XkEyXkFqcGc@._V1_UX1000.jpg,suggest
405930,tt5425494,Crimson Dance,2016,https://m.media-amazon.com/images/M/MV5BNmE2OGEwMzMtYjQzNS00ZGUyLTljMDQtM2JmMzE1NDIxZGUxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
406137,tt6132666,Tik-Tik,2016,https://m.media-amazon.com/images/M/MV5BMDY4ZTQ1ZjYtYjI1My00NWQ2LThiZDYtNzJmOGVjMjFkZGY0XkEyXkFqcGc@._V1_UX1000.jpg,suggest
406717,tt2255929,Return of the Bloodsucking Nazi Zombies,2012,https://m.media-amazon.com/images/M/MV5BYzAyZjBlMDAtN2Y0Zi00ZmFkLWI1ZTEtZTU1YjY3NzZlMWJkXkEyXkFqcGc@._V1_UX1000.jpg,suggest
407326,tt5625488,I Dream of Zombies,2016,https://m.media-amazon.com/images/M/MV5BNGJhNjFlMmQtN2U3Yy00NTM5LTljODItNTE5MzA0YjRmOTQxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
407802,tt2570750,City of the Dream Demons,2014,https://m.media-amazon.com/images/M/MV5BOTMyNzY3YzItNDFmYS00NzhmLWFkNzMtNGJlYzJmYTI3ZjFmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
408060,tt3042004,All You Can Eat,2014,https://m.media-amazon.com/images/M/MV5BNmMwNjY2M2ItNDljNy00NjM1LTgzNmYtYjdmZDExMzViZjlhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
408064,tt3319700,The Cyclist,2014,https://m.media-amazon.com/images/M/MV5BMjBmNjJlNWItMzZjNy00ZjdlLWJlYmEtMzVkOTJhNjczNDhlXkEyXkFqcGc@._V1_UX1000.jpg,suggest
408139,tt4902852,Testimony of the Unspeakable,2015,https://m.media-amazon.com/images/M/MV5BMmQzODhhNTgtNTA0ZC00OWVlLWJhNTctZDc1N2MzNDE3Y2MyXkEyXkFqcGc@._V1_UX1000.jpg,suggest
410865,tt3208068,Eight Clouds Rising,1997,https://m.media-amazon.com/images/M/MV5BOTMzOThjYTItNmQ1Yy00NzNhLWEyYWEtNDgyNTJlZDJjNzU4XkEyXkFqcGc@._V1_UX1000.jpg,suggest
412273,tt3588278,Awaiting Lazarus,2014,https://m.media-amazon.com/images/M/MV5BOWU5YjkwNGItZTg0Ny00ZGU2LWI3MDgtODU2YzQ0NGViM2E1XkEyXkFqcGc@._V1_UX1000.jpg,suggest
412351,tt5476266,I Love You So Much It's Killing Them,2016,https://m.media-amazon.com/images/M/MV5BZTI1MmQ0MjQtOTAwNS00ZWYyLTliNTQtOGZlMGM1ZTJhNmJkXkEyXkFqcGc@._V1_UX1000.jpg,suggest
413840,tt1942084,Meth to Madness,2011,https://m.media-amazon.com/images/M/MV5BMWRkMTc1ZmQtMjYwMS00MGViLTkxY2YtZTgzNmNhZTY2ZGFiXkEyXkFqcGc@._V1_UX1000.jpg,suggest
413995,tt3096346,Goblin?,2014,https://m.media-amazon.com/images/M/MV5BM2FkZTk4YjMtMmFhMi00MjJkLWE0YTEtYzY1M2RhYjIxODQ0XkEyXkFqcGc@._V1_UX1000.jpg,suggest
414600,tt4975346,Blood Bath,2016,https://m.media-amazon.com/images/M/MV5BYjIxYjY1ZTUtMjk2ZS00OTMwLWJjNjQtMzJhNzI5NzQzOGQzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
414609,tt5605280,Burlap,2016,https://m.media-amazon.com/images/M/MV5BN2M1YmRkN2YtYzFmOS00NDQyLWEwMjEtZDNiNGQzZjA5OTlmXkEyXkFqcGc@._V1_UX1000.jpg,suggest
414763,tt2368905,Heavy Makeup,2016,https://m.media-amazon.com/images/M/MV5BYjRiOTIxOTctMzUzMS00NWMxLWI3NzMtMGJhOTg1Yzc4MmVhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
414836,tt4926592,Lasiurus,2016,https://m.media-amazon.com/images/M/MV5BZjAwYWY2ZDQtNDVkYi00ZTIxLWExMzYtMzM3NWIyZmZhN2JlXkEyXkFqcGc@._V1_UX1000.jpg,suggest
415480,tt0479202,Urban Nightmare,2003,https://m.media-amazon.com/images/M/MV5BMTQ5NDc2MTI1Ml5BMl5BanBnXkFtZTgwMzE3MDA2MDE@._V1_UX1000.jpg,suggest
415907,tt2421316,Stella Buio,2012,https://m.media-amazon.com/images/M/MV5BNWViODVjM2ItMGEzYS00NmY1LTk5MTQtNmFjYzU5ZjVkMzVjXkEyXkFqcGc@._V1_UX1000.jpg,suggest
416209,tt0164491,Scientifically Perfect,1996,https://m.media-amazon.com/images/M/MV5BMDU3NzMzMWItZDg3Ni00ZWE4LTljYjQtYjdhNjgzZGQzNGQxXkEyXkFqcGc@._V1_UX1000.jpg,suggest
416219,tt1283935,"Post Mortem, America 2021",2013,https://m.media-amazon.com/images/M/MV5BODA5NGUyYzEtMjkzMy00NTdkLWFkOTQtM2FkYzZiNGI2NWZhXkEyXkFqcGc@._V1_UX1000.jpg,suggest
416277,tt1733564,Liquid Memories,2010,https://m.media-amazon.com/images/M/MV5BOGIzOGM1OTgtNmI0My00NDFkLWE5NWUtM2ExNTU4MjM1NmE5XkEyXkFqcGc@._V1_UX1000.jpg,suggest
416360,tt0961753,Teddy Scares,2006,https://m.media-amazon.com/images/M/MV5BYWYyNjA1MDMtMDY2ZS00YWEyLTlkMzItZjAxOTI5NTllYzU0XkEyXkFqcGc@._V1_UX1000.jpg,suggest
416459,tt6074110,The Cabinet in the Woods,2016,https://m.media-amazon.com/images/M/MV5BNmZkNjFhNDUtMWU0Ni00MmUzLThlMjItMjhhZmNhMTIyOWQ4XkEyXkFqcGc@._V1_UX1000.jpg,suggest
416504,tt0289439,Scrotal Vengeance,2001,https://m.media-amazon.com/images/M/MV5BOGVmZGNiN2QtNTExYS00N2YxLTkyODYtZDg3NDZjZmQzOThiXkEyXkFqcGc@._V1_UX1000.jpg,suggest
416674,tt3986704,Miss Strangelove,2013,https://m.media-amazon.com/images/M/MV5BYzYyNzU5ZTMtY2QzZS00ZTQ5LThlMWYtY2FkNjE5NzAyYmFiXkEyXkFqcGc@._V1_UX1000.jpg,suggest
416681,tt2677336,Psychotic State,2014,https://m.media-amazon.com/images/M/MV5BM2ExMTQ4YTEtNjc4MS00OTRhLWJjNDgtZGIzNzc4MTliYzFlXkEyXkFqcGc@._V1_UX1000.jpg,suggest
416725,tt2758878,For Christ's Sake,2010,https://m.media-amazon.com/images/M/MV5BMzBkNjk2ODgtMmZhNy00YTdiLTkwYzAtOTg3NmNjNmI4OGJiXkEyXkFqcGc@._V1_UX1000.jpg,suggest
416915,tt0415328,Tortured Soul 3: The Willing Flesh,2004,https://m.media-amazon.com/images/M/MV5BODQ3NjI0OTgtN2Q5YS00ODcxLWE5MTQtOTA0NGY2ZWViN2UzXkEyXkFqcGc@._V1_UX1000.jpg,suggest
