id,title,original_title,original_language,ocr_source,ocr_chars,ocr_lang,ocr_lang_score,overlap_title,overlap_original,overlap_max_local,translated,overlap_translated,overlap_max,translate_error,suspect
683875,By Day's End,By Day's End,en,detecttext_essay,11,en,0.9248,0.3333,0.3333,0.3333,0,,0.3333,,1
684841,Jiyû o te ni suru sono hi made,Jiyû o te ni suru sono hi made,ja,detecttext_alllang,55,it,0.1887,0.0,0.0,0.0,1,0.0,0.0,,1
685076,What's Wrong with You?,What's Wrong with You?,de,detecttext_alllang,61,en,0.962,0.0,0.0,0.0,0,,0.0,,1
685792,Todesvisionen - Geisterstunde,Todesvisionen - Geisterstunde,de,detecttext_alllang,106,de,0.9383,0.0,0.0,0.0,1,0.0,0.0,,1
685850,666: Cin Musallatı,666: Cin Musallatı,tr,detecttext_alllang,442,tr,0.178,0.3333,0.3333,0.3333,1,0.0,0.3333,,1
686078,Obscure,Obscura,pt,detecttext_alllang,254,pt,0.4613,0.0,0.0,0.0,1,0.0,0.0,,1
686472,R.P.P.,R.P.P.,en,detecttext_essay,75,en,0.5887,0.0,0.0,0.0,0,,0.0,,1
687377,Black Shuck,Black Shuck,en,detecttext_essay,146,en,0.6703,0.0,0.0,0.0,0,,0.0,,1
687886,Nemosu Idol Sosenkyo Battle,ネ申アイドル総選挙バトル,ja,detecttext_alllang,6,en,0.9995,0.0,0.0,0.0,0,,0.0,,1
687972,Space,Space,en,detecttext_essay,10,en,0.5508,0.0,0.0,0.0,0,,0.0,,1
688051,GARO: Ashura,牙狼〈GARO〉-阿修羅-,ja,detecttext_alllang,30,en,0.9441,0.0,0.0,0.0,0,,0.0,,1
688357,Vajramukhi,ವಜ್ರಮುಖಿ,kn,detecttext_alllang,340,en,0.4096,0.0,0.0,0.0,0,,0.0,,1
688358,Aatakkuntu Lekkakkilla,ಆಟಕ್ಕುಂಟು ಲೆಕ್ಕಕ್ಕಿಲ್ಲ,kn,detecttext_alllang,243,en,0.9531,0.0,0.0,0.0,0,,0.0,,1
688457,UpsideDown,OppNed,no,detecttext_alllang,23,en,0.7845,0.0,0.0,0.0,0,,0.0,,1
688460,Monitor,Monitor,en,detecttext_essay,10,it,0.5627,0.0,0.0,0.0,1,0.0,0.0,,1
689030,Slicer,Desmanche,xx,detecttext_alllang,341,en,0.7811,0.0,0.0,0.0,0,,0.0,,1
689389,15 Murders: Inside the Mind of a Serial Killer,15: Inside The Mind Of A Serial Killer,en,detecttext_essay,175,en,0.5102,0.25,0.2857,0.2857,0,,0.2857,,1
689478,Detroit Driller Killer,Detroit Driller Killer,en,detecttext_essay,121,en,0.999,0.3333,0.3333,0.3333,0,,0.3333,,1
690348,Unemployed Clown at Home,Unemployed Clown at Home,en,detecttext_alllang,40,en,0.9277,0.0,0.0,0.0,0,,0.0,,1
690417,El malentendido,El malentendido,es,detecttext_alllang,27,es,0.9515,0.0,0.0,0.0,1,0.0,0.0,,1
690451,,,,detecttext_essay,366,en,0.2629,0.0,0.0,0.0,0,,0.0,,1
690481,Aurora,Aurora,en,detecttext_essay,300,pt,0.8639,0.0,0.0,0.0,1,0.0,0.0,,1
690746,Kamen Rider BiBiBi no BibillGeiz,仮面ライダービビビのビビルゲイツ,ja,detecttext_alllang,37,en,0.866,0.0,0.0,0.0,0,,0.0,,1
691143,8,8,es,detecttext_alllang,382,es,0.3012,0.0,0.0,0.0,1,0.0,0.0,,1
691170,The Blooming,花に嵐,ja,detecttext_alllang,58,en,0.5341,0.0,0.0,0.0,0,,0.0,,1
691646,A Deathtrip in Berlin,A Deathtrip in Berlin,en,detecttext_essay,105,et,0.2092,0.0,0.0,0.0,1,0.0,0.0,,1
692074,Manosaurus,Manosaurus,en,detecttext_essay,428,en,0.2772,0.0,0.0,0.0,0,,0.0,,1
692421,,,,detecttext_essay,95,no,0.2247,0.0,0.0,0.0,0,,0.0,,1
693400,Necromantic,Necromantic,en,detecttext_essay,11,ca,0.4016,0.0,0.0,0.0,1,0.0,0.0,,1
693562,The Trail of Death,Тропа смерти,ru,detecttext_alllang,629,cv,0.5817,0.0,0.0,0.0,1,0.25,0.25,,1
693675,Kamen Rider Ghost: Final Stage,仮面ライダーゴースト ファイナルステージ&番組キャストトークショー,ja,detecttext_alllang,7,ar,0.9693,0.0,0.0,0.0,1,0.0,0.0,,1
694944,Spittoon,Spittoon,en,detecttext_essay,86,en,0.9838,0.0,0.0,0.0,0,,0.0,,1
695046,,,,detecttext_essay,140,en,0.2449,0.0,0.0,0.0,0,,0.0,,1
695160,The Japanese Doll,恐怖人形,ja,detecttext_alllang,116,en,0.863,0.3333,0.0,0.3333,0,,0.3333,,1
695350,Playdurizm,Playdurizm,en,detecttext_essay,33,en,0.6173,0.0,0.0,0.0,0,,0.0,,1
695635,Kashmora,Kashmora,te,detecttext_alllang,77,ar,0.4857,0.0,0.0,0.0,1,0.0,0.0,,1
695756,Dream Again,Dream Again,de,detecttext_alllang,119,de,0.7756,0.0,0.0,0.0,1,0.0,0.0,,1
696001,Tulasi Dalam,Tulasi Dalam,en,detecttext_alllang,76,en,0.8486,0.0,0.0,0.0,0,,0.0,,1
696053,Dark Dreams,Dark Dreams,en,detecttext_essay,11,en,0.8193,0.0,0.0,0.0,0,,0.0,,1
696139,Спаси и Сохрани,Спаси и Сохрани,ru,detecttext_alllang,15,ru,0.9616,0.0,0.0,0.0,1,0.0,0.0,,1
696978,Angustia,Angustia,es,detecttext_alllang,569,en,0.2316,0.0,0.0,0.0,0,,0.0,,1
697549,Affraa Taffri,Affraa Taffri,gu,detecttext_alllang,539,en,0.7276,0.0,0.0,0.0,0,,0.0,,1
697840,Like Every Morning,Comme tous les matins,fr,detecttext_alllang,568,en,0.8468,0.0,0.0,0.0,0,,0.0,,1
698534,Satanikus: O Anjo das Trevas,Satanikus: O Anjo das Trevas,pt,detecttext_alllang,36,pt,0.9163,0.25,0.25,0.25,1,0.25,0.25,,1
698972,Я убью тебя рано или поздно,Я убью тебя рано или поздно,ru,detecttext_alllang,27,ru,1.0,0.0,0.0,0.0,1,0.0,0.0,,1
699075,Spirit Hospital Ward,心霊病棟　ささやく死体,ja,detecttext_alllang,149,nl,0.1546,0.0,0.0,0.0,1,0.0,0.0,,1
700290,,,,detecttext_essay,47,sw,0.3801,0.0,0.0,0.0,0,,0.0,,1
700451,Navaratri,Navaratri,kn,detecttext_alllang,12,so,0.2238,0.0,0.0,0.0,1,0.0,0.0,,1
700556,Ebullition,Ebullition,en,detecttext_essay,30,nl,0.2925,0.0,0.0,0.0,1,0.0,0.0,,1
701077,Une fin dans la nuit,Une fin dans la nuit,fr,detecttext_alllang,184,fr,0.6349,0.2,0.2,0.2,1,0.0,0.2,,1
701578,Winter Sports,Winter Sports,en,detecttext_essay,20,pl,0.9948,0.0,0.0,0.0,1,0.0,0.0,,1
701776,The Enigmatic Mister S.,The Enigmatic Mister S.,fr,detecttext_alllang,190,fr,0.9949,0.0,0.0,0.0,1,0.3333,0.3333,,1
701974,,,,detecttext_essay,12,de,0.3683,0.0,0.0,0.0,0,,0.0,,1
702245,Horror Net,Mong seung gwai chai,cn,detecttext_alllang,16,it,0.6057,0.0,0.0,0.0,1,0.0,0.0,,1
702391,Tagged,Tagged,en,detecttext_essay,165,en,0.9349,0.0,0.0,0.0,0,,0.0,,1
702743,Fome,Fome,pt,detecttext_alllang,309,es,0.1122,0.0,0.0,0.0,1,0.0,0.0,,1
702824,Cousine,Cousine,de,detecttext_alllang,256,en,0.3104,0.0,0.0,0.0,0,,0.0,,1
703050,Choreomania,Choreomania,en,detecttext_essay,14,en,0.9885,0.0,0.0,0.0,0,,0.0,,1
703272,Insania,Insania,es,detecttext_alllang,281,es,0.3163,0.0,0.0,0.0,1,0.0,0.0,,1
703351,Teyolía,Teyolía,en,detecttext_essay,157,en,0.2699,0.0,0.0,0.0,0,,0.0,,1
703394,Tales of the Bizarre: SMAP Special,世にも奇妙な物語 SMAPの特別編,ja,detecttext_alllang,18,so,0.2512,0.0,0.0,0.0,1,0.0,0.0,,1
704245,,,,detecttext_essay,566,en,0.4191,0.0,0.0,0.0,0,,0.0,,1
704610,Bahubuthayo,Bahubuthayo - බහුබූතයෝ,si,detecttext_alllang,20,fr,0.2599,0.0,0.0,0.0,1,0.0,0.0,,1
704792,,,,detecttext_essay,663,en,0.373,0.0,0.0,0.0,0,,0.0,,1
704991,Blot,Blot,sv,detecttext_alllang,34,en,0.726,0.0,0.0,0.0,0,,0.0,,1
705056,Feberdrømme,Feberdrømme,da,detecttext_alllang,66,da,0.9101,0.0,0.0,0.0,1,0.0,0.0,,1
705184,Don't Play With Death,လူသတ္တမ္းမကစားရ,my,detecttext_alllang,148,es,0.2468,0.0,0.0,0.0,1,0.0,0.0,,1
705356,Uyir the Soul,Uyir the Soul,ta,detecttext_alllang,5,en,0.194,0.0,0.0,0.0,0,,0.0,,1
705368,,,,detecttext_essay,27,en,0.9966,0.0,0.0,0.0,0,,0.0,,1
705451,Inferno,Inferno,en,detecttext_essay,160,en,0.9649,0.0,0.0,0.0,0,,0.0,,1
705791,Mid-July Days 2,Mid-July Days 2,zh,detecttext_alllang,225,en,0.641,0.0,0.0,0.0,0,,0.0,,1
705798,Inside The Boys,Inside The Boys,zh,detecttext_alllang,47,en,0.5921,0.3333,0.3333,0.3333,0,,0.3333,,1
705800,Seven Fright Nights,惊魂七夜,zh,detecttext_alllang,48,en,0.6288,0.0,0.0,0.0,0,,0.0,,1
705801,The Curse of Bi Xian,The Curse of Bi Xian,zh,detecttext_alllang,93,en,0.4401,0.0,0.0,0.0,0,,0.0,,1
705804,The Haunted Graduation Photo 2,The Haunted Graduation Photo 2,zh,detecttext_alllang,152,en,0.9114,0.25,0.25,0.25,0,,0.25,,1
705877,Dark Spaces,Dark Spaces,en,detecttext_essay,96,en,0.976,0.0,0.0,0.0,0,,0.0,,1
705912,Bottled Vulva: High School Girl Yuriko,瓶詰女陰～女子高生・ゆり子～,ja,detecttext_alllang,90,mk,0.3004,0.0,0.0,0.0,1,0.0,0.0,,1
706243,Nøcken,Nøcken,da,detecttext_alllang,138,en,0.667,0.0,0.0,0.0,0,,0.0,,1
706581,It's Only a Movie!,It's Only a Movie!,en,detecttext_alllang,16,en,0.998,0.3333,0.3333,0.3333,0,,0.3333,,1
707116,Fur Ball Fury,Fur Ball Fury,en,detecttext_essay,12,it,0.8483,0.3333,0.3333,0.3333,1,0.3333,0.3333,,1
707142,Slip,Slip,en,detecttext_essay,406,en,0.3743,0.0,0.0,0.0,0,,0.0,,1
707639,Isolation,Isolation,en,detecttext_essay,11,sv,0.7628,0.0,0.0,0.0,1,0.0,0.0,,1
707860,Destino (Florida),Destino (Florida),en,detecttext_essay,43,de,0.3648,0.0,0.0,0.0,1,0.0,0.0,,1
708034,Upstairs,Upstairs,it,detecttext_alllang,409,en,0.8723,0.0,0.0,0.0,0,,0.0,,1
708289,Vortex,Vortex,es,detecttext_alllang,292,en,0.4396,0.0,0.0,0.0,0,,0.0,,1
708327,Chupa-Cabras,Chupa-Cabras,pt,detecttext_alllang,87,pt,0.9992,0.0,0.0,0.0,1,0.0,0.0,,1
708599,Vnutrenniy ogon,Внутренний огонь,ru,detecttext_alllang,82,ru,0.98,0.0,0.0,0.0,1,0.0,0.0,,1
708697,Unhinged,Unhinged,en,detecttext_essay,427,en,0.9346,0.0,0.0,0.0,0,,0.0,,1
708699,Amunet,Amunet,en,detecttext_essay,625,et,0.177,0.0,0.0,0.0,1,0.0,0.0,,1
708706,Feed Your Head! Lose Your Head!,Feed Your Head! Lose Your Head!,en,detecttext_essay,349,en,0.9534,0.0,0.0,0.0,0,,0.0,,1
709202,Meghasandesam,Meghasandesam,ml,detecttext_alllang,95,en,0.872,0.0,0.0,0.0,0,,0.0,,1
709412,Insect,Insect,en,detecttext_alllang,31,en,0.1794,0.0,0.0,0.0,0,,0.0,,1
709564,Double Bill (Blood Oaks/Sex Demon),Double Bill (Blood Oaks/Sex Demon),en,detecttext_essay,538,en,0.6858,0.3333,0.3333,0.3333,0,,0.3333,,1
709608,,,,detecttext_essay,59,en,0.9767,0.0,0.0,0.0,0,,0.0,,1
709903,Kinder der Nacht 2,Kinder der Nacht 2,de,detecttext_alllang,46,en,0.953,0.0,0.0,0.0,0,,0.0,,1
710295,Wolf Man,Wolf Man,en,detecttext_essay,7,en,0.9448,0.0,0.0,0.0,0,,0.0,,1
710304,Пугало: Легенда оживает,Пугало: Легенда оживает,ru,detecttext_alllang,82,ru,0.9665,0.0,0.0,0.0,1,0.0,0.0,,1
710310,Незнакомец,Незнакомец,ru,detecttext_alllang,10,ru,0.9976,0.0,0.0,0.0,1,0.0,0.0,,1
710312,Призрак 3: Предчуствие смерти,Призрак 3: Предчуствие смерти,ru,detecttext_alllang,83,ru,0.9721,0.0,0.0,0.0,1,0.0,0.0,,1
710313,Дневные и ночные убийцы,Дневные и ночные убийцы,ru,detecttext_alllang,23,ru,0.9908,0.0,0.0,0.0,1,0.0,0.0,,1
710672,N.I.,N.I.,en,detecttext_essay,345,nl,0.1269,0.0,0.0,0.0,1,0.0,0.0,,1
711046,Дом 1000 трупов,Дом 1000 трупов,ru,detecttext_alllang,5,ru,0.9698,0.0,0.0,0.0,1,0.0,0.0,,1
711048,Путь в никуда,Путь в никуда,ru,detecttext_alllang,41,ru,0.997,0.0,0.0,0.0,1,0.0,0.0,,1
711468,Wade,Wade,en,detecttext_alllang,187,en,0.5939,0.0,0.0,0.0,0,,0.0,,1
711660,Pojamarn the Legacy,พจมาน สว่างคาตา,th,detecttext_alllang,25,cv,0.7734,0.0,0.0,0.0,0,,0.0,UnsupportedLanguagePairException:An error occurred (UnsupportedLanguagePairException) when calling the TranslateText operation: Unsupported language pair: cv to en.,1
711754,Quaranstein,Quaranstein,en,detecttext_essay,48,fi,0.2323,0.0,0.0,0.0,1,0.0,0.0,,1
711813,Beneath: A Cave Horror,Beneath: A Cave Horror,en,detecttext_essay,41,en,0.9991,0.3333,0.3333,0.3333,0,,0.3333,,1
711848,Dr Dystopia,Dr Dystopia,it,detecttext_alllang,11,en,0.9018,0.0,0.0,0.0,0,,0.0,,1
712183,Другое измерение,Другое измерение,ru,detecttext_alllang,44,ru,0.9974,0.0,0.0,0.0,1,0.0,0.0,,1
712188,Грибы,Грибы,ru,detecttext_alllang,5,ru,0.7749,0.0,0.0,0.0,1,0.0,0.0,,1
712745,Âmago,Âmago,pt,detecttext_alllang,488,en,0.2348,0.0,0.0,0.0,0,,0.0,,1
712972,Ruby Red,Ruby Red,,detecttext_essay,47,en,0.9989,0.0,0.0,0.0,0,,0.0,,1
713130,Freakish,Freakish,en,detecttext_essay,72,en,0.4955,0.0,0.0,0.0,0,,0.0,,1
713204,Murdaa,मुर्दा,hi,detecttext_alllang,84,en,0.5522,0.0,0.0,0.0,0,,0.0,,1
713341,The Amulet of Fear,The Amulet of Fear,en,detecttext_essay,190,en,0.9438,0.25,0.25,0.25,0,,0.25,,1
714129,Fever Dream,Fever Dream,en,detecttext_essay,26,en,0.8966,0.0,0.0,0.0,0,,0.0,,1
714153,Confined,Confined,en,detecttext_essay,40,en,0.7602,0.0,0.0,0.0,0,,0.0,,1
714281,Kriya,Kriya,hi,detecttext_alllang,5,en,0.5508,0.0,0.0,0.0,0,,0.0,,1
714838,Noodle Not for Eat,人頭肉骨茶麵,cn,detecttext_alllang,17,en,0.7426,0.25,0.0,0.25,0,,0.25,,1
715179,Blood Bath,Blood Bath,en,detecttext_essay,85,en,0.768,0.0,0.0,0.0,0,,0.0,,1
715210,Gholü,Gholü,en,detecttext_alllang,14,no,0.1524,0.0,0.0,0.0,1,0.0,0.0,,1
715239,Triggered,Triggered,en,detecttext_essay,44,en,0.9967,0.0,0.0,0.0,0,,0.0,,1
715343,Six to Six,Six to Six,en,detecttext_alllang,8,es,0.3612,0.0,0.0,0.0,1,0.0,0.0,,1
715370,Burial,Burial,en,detecttext_essay,9,en,0.9075,0.0,0.0,0.0,0,,0.0,,1
715894,The Great Satan At Large,The Great Satan At Large,en,detecttext_essay,19,lt,0.298,0.2,0.2,0.2,1,0.2,0.2,,1
716157,The Cemetery of Sisters,자매의 공동묘지,ko,detecttext_alllang,51,en,0.7051,0.25,0.0,0.25,0,,0.25,,1
716387,Bhoot Pori,Bhoot Pori,en,detecttext_essay,4,en,0.9245,0.0,0.0,0.0,0,,0.0,,1
716700,Alem-i Cin 2,Alem-i Cin 2,tr,detecttext_alllang,314,tr,0.5777,0.0,0.0,0.0,1,0.0,0.0,,1
716850,Possessed,귀신,ko,detecttext_alllang,66,en,0.2526,0.0,0.0,0.0,0,,0.0,,1
716995,Humraz: Cin Tarikatı,Humraz: Cin Tarikatı,tr,detecttext_alllang,206,en,0.1802,0.3333,0.3333,0.3333,0,,0.3333,,1
717859,Bara,Bara,,detecttext_essay,498,ht,0.2438,0.0,0.0,0.0,1,0.0,0.0,,1
717973,The Hound,Пёс,ru,detecttext_alllang,61,cv,0.6541,0.0,0.0,0.0,1,0.0,0.0,,1
718003,Eclipse,媽！我阿榮啦,zh,detecttext_alllang,297,en,0.8772,0.0,0.0,0.0,0,,0.0,,1
718070,Gusła,Gusła,pl,detecttext_alllang,38,sl,0.3315,0.0,0.0,0.0,1,0.0,0.0,,1
718095,Hobu Chandra Raja Gobu Chandra Mantri,Hobu Chandra Raja Gobu Chandra Mantri,bn,detecttext_alllang,88,en,0.695,0.0,0.0,0.0,0,,0.0,,1
718161,Wolfwood,Wolfwood,en,detecttext_essay,9,en,0.9157,0.0,0.0,0.0,0,,0.0,,1
718617,Jade of Tai Chi,Jade of Tai Chi,en,detecttext_essay,113,fi,0.1514,0.25,0.25,0.25,1,0.25,0.25,,1
719165,Cursed Ground: Doom,Сэттээх сир: ыйаах,ru,detecttext_alllang,365,cv,0.4241,0.0,0.0,0.0,1,0.0,0.0,,1
719324,Seuls,Seuls,en,detecttext_essay,342,fr,0.1732,0.0,0.0,0.0,1,0.0,0.0,,1
719665,Mane Maratakkide,ಮನೆ ಮರಾಠೀಕಿದೆ,kn,detecttext_alllang,114,fr,0.1246,0.0,0.0,0.0,1,0.0,0.0,,1
719829,Dark:30,Dark:30,en,detecttext_essay,127,gl,0.3676,0.0,0.0,0.0,1,0.0,0.0,,1
719843,Η Δαιμονισμένη,Η Δαιμονισμένη,el,detecttext_alllang,153,tl,0.1861,0.0,0.0,0.0,1,0.0,0.0,,1
720109,Antidote,Antidote,en,detecttext_essay,20,en,0.9038,0.0,0.0,0.0,0,,0.0,,1
720689,Weakness of a Sick Mind,Weakness of a Sick Mind,en,detecttext_essay,13,tr,0.9365,0.25,0.25,0.25,1,0.25,0.25,,1
720727,Befarmaeed Sham,بفرمایید شام,fa,detecttext_alllang,18,es,0.4885,0.0,0.0,0.0,1,0.0,0.0,,1
721113,Slurpslaughter,Srkokolj,sr,detecttext_alllang,19,id,0.2959,0.0,0.0,0.0,1,0.0,0.0,,1
721322,Kiss of Poison,毒吻,zh,detecttext_alllang,51,et,0.3818,0.0,0.0,0.0,1,0.0,0.0,,1
721438,Semiconductor v1.1,Полупроводник v1.1,ru,detecttext_alllang,28,cv,0.6107,0.0,0.0,0.0,1,0.0,0.0,,1
721894,Zombieworld 3,Zombieworld 3,en,detecttext_essay,52,et,0.3451,0.0,0.0,0.0,1,0.0,0.0,,1
722261,Kissed,Kissed,en,detecttext_essay,182,en,0.6729,0.0,0.0,0.0,0,,0.0,,1
722348,Atajo,Atajo,xx,detecttext_alllang,30,es,0.2945,0.0,0.0,0.0,1,0.0,0.0,,1
722354,,,,detecttext_essay,234,en,0.9926,0.0,0.0,0.0,0,,0.0,,1
722364,The Onion House,The Onion House,en,detecttext_alllang,44,en,0.8202,0.3333,0.3333,0.3333,0,,0.3333,,1
722526,Evul Twinz,Evul Twinz,en,detecttext_essay,74,en,0.9997,0.0,0.0,0.0,0,,0.0,,1
722710,,,,detecttext_essay,71,en,0.6907,0.0,0.0,0.0,0,,0.0,,1
722715,Bingo,Bingo,it,detecttext_alllang,48,en,0.996,0.0,0.0,0.0,0,,0.0,,1
722717,They Came: Alien Death Fuck,They Came: Alien Death Fuck,en,detecttext_essay,191,en,0.8308,0.0,0.0,0.0,0,,0.0,,1
723453,Videopathy,Videopatia,pt,detecttext_alllang,486,pt,0.9656,0.0,0.0,0.0,1,0.0,0.0,,1
723769,SleepyBear,Ikiuninalle,fi,detecttext_alllang,16,fi,0.6936,0.0,0.0,0.0,1,0.0,0.0,,1
724359,Mayabini,Mayabini,en,detecttext_essay,42,pl,0.609,0.0,0.0,0.0,1,0.0,0.0,,1
724492,Blood Tales,Blood Tales,en,detecttext_essay,116,en,0.3615,0.0,0.0,0.0,0,,0.0,,1
724736,Two Days Along The Ridge,Two Days Along The Ridge,en,detecttext_essay,33,en,0.9731,0.2,0.2,0.2,0,,0.2,,1
724843,Grandmother's Farm Part 2,مزرعة يدوه 2,ar,detecttext_alllang,291,en,0.5783,0.3333,0.0,0.3333,0,,0.3333,,1
724885,The Cursed: Dead Man’s Prey,방법: 재차의,ko,detecttext_alllang,4,en,1.0,0.0,0.0,0.0,0,,0.0,,1
724888,Tenebris,Tenebris,hu,detecttext_alllang,59,la,0.2755,0.0,0.0,0.0,1,0.0,0.0,,1
724963,Hawaiian Ghost Stories,Hawaiian Ghost Stories,en,detecttext_essay,35,en,0.8929,0.3333,0.3333,0.3333,0,,0.3333,,1
724980,Affirmations,Affirmations,en,detecttext_essay,12,fr,0.4694,0.0,0.0,0.0,1,0.0,0.0,,1
724985,Soulless,Soulless,,detecttext_essay,8,mt,0.5978,0.0,0.0,0.0,1,0.0,0.0,,1
725148,Urubú,Urubú,es,detecttext_alllang,5,id,0.8214,0.0,0.0,0.0,1,0.0,0.0,,1
725223,,,,detecttext_essay,18,en,0.9588,0.0,0.0,0.0,0,,0.0,,1
725303,Dead Heading,Dead Heading,,detecttext_essay,141,en,0.8759,0.0,0.0,0.0,0,,0.0,,1
725623,Five Golden Rings,Five Golden Rings,en,detecttext_essay,102,yo,0.3141,0.3333,0.3333,0.3333,1,0.3333,0.3333,,1
725791,There Is Nothing to Be Scared of,Ничего страшного,ru,detecttext_alllang,16,ru,0.9983,0.0,0.0,0.0,1,0.1429,0.1429,,1
725842,Старуха 2,Старуха 2,,detecttext_essay,134,en,0.946,0.0,0.0,0.0,0,,0.0,,1
726124,Bestiarii,Bestiarii,en,detecttext_essay,183,en,0.8493,0.0,0.0,0.0,0,,0.0,,1
726343,The Day of Destruction,破壊の日,ja,detecttext_alllang,10,en,0.8333,0.25,0.0,0.25,0,,0.25,,1
726352,Hammurabi,Hammurabi,en,detecttext_essay,20,pt,0.3403,0.0,0.0,0.0,1,0.0,0.0,,1
726455,Remnants,Remnants,en,detecttext_essay,187,en,0.5909,0.0,0.0,0.0,0,,0.0,,1
726546,Anita: A Strange World,Anita: Dunia Ajaib,ms,detecttext_alllang,131,ms,0.5015,0.0,0.3333,0.3333,1,0.0,0.3333,,1
726741,The Tree Bark Romance,The Tree Bark Romance,en,detecttext_essay,127,it,0.8404,0.0,0.0,0.0,1,0.25,0.25,,1
727457,The Living Grave,The Living Grave,en,detecttext_essay,72,en,0.9992,0.0,0.0,0.0,0,,0.0,,1
727714,The Red Resurrection,The Red Resurrection,en,detecttext_essay,233,en,0.2566,0.3333,0.3333,0.3333,0,,0.3333,,1
728189,Legend of the Cat Monster,麗猫伝説,ja,detecttext_alllang,26,en,0.4072,0.0,0.0,0.0,0,,0.0,,1
728282,Smiles,Sonrisas,es,detecttext_alllang,24,es,0.2785,0.0,0.0,0.0,1,0.0,0.0,,1
728291,Reflexo,Reflexo,pt,detecttext_alllang,231,pt,0.3987,0.0,0.0,0.0,1,0.0,0.0,,1
728292,Carne Fresca,Carne Fresca,en,detecttext_essay,269,nl,0.3407,0.0,0.0,0.0,1,0.0,0.0,,1
728694,,,,detecttext_essay,29,en,0.9359,0.0,0.0,0.0,0,,0.0,,1
728732,Isolesque,Isolesque,,detecttext_essay,91,it,0.13,0.0,0.0,0.0,1,0.0,0.0,,1
728797,Dark Stories to Survive the Night,Dark Stories to Survive the Night,fr,detecttext_alllang,95,en,0.9106,0.3333,0.3333,0.3333,0,,0.3333,,1
728907,7 Sins,7 Sins,en,detecttext_essay,79,en,0.5852,0.0,0.0,0.0,0,,0.0,,1
729053,Karuppankaatu Valasu,கருப்பங்காட்டு வலசு,ta,detecttext_alllang,385,en,0.9192,0.0,0.0,0.0,0,,0.0,,1
729109,Who is it?,Kaaku?,dv,detecttext_alllang,443,en,0.5428,0.0,0.0,0.0,0,,0.0,,1
729149,Little Master,小祖宗,zh,detecttext_alllang,39,en,0.751,0.0,0.0,0.0,0,,0.0,,1
729225,bloody house/ Bunshinsaba: Then a Shadow,Bi xian gui ying,zh,detecttext_alllang,149,en,0.8575,0.0,0.0,0.0,0,,0.0,,1
729341,For Roger,For Roger,en,detecttext_essay,11,en,0.3877,0.0,0.0,0.0,0,,0.0,,1
729882,666,666,en,detecttext_essay,7,,,0.0,0.0,0.0,1,0.0,0.0,,1
729884,Abortifacient,Abortifacient,en,detecttext_essay,44,en,0.9614,0.0,0.0,0.0,0,,0.0,,1
730286,Blood Runs Thick,Blood Runs Thick,en,detecttext_essay,19,en,0.9675,0.0,0.0,0.0,0,,0.0,,1
730316,Das Letzte Grab,Das Letzte Grab,de,detecttext_alllang,31,es,0.3559,0.3333,0.3333,0.3333,1,0.3333,0.3333,,1
730339,2011,2011,fr,detecttext_alllang,332,en,0.2366,0.0,0.0,0.0,0,,0.0,,1
730406,,,,detecttext_essay,18,en,0.8661,0.0,0.0,0.0,0,,0.0,,1
730407,Bohemian Moon,Bohemian Moon,,detecttext_essay,343,en,0.273,0.0,0.0,0.0,0,,0.0,,1
731001,Shelly,Shelly,en,detecttext_essay,4,en,0.9805,0.0,0.0,0.0,0,,0.0,,1
731459,Hikiko-san vs. Kokkuri-san,Hikiko-san vs. Kokkuri-san,ja,detecttext_alllang,26,en,0.5054,0.25,0.25,0.25,0,,0.25,,1
731799,The Kiss of Death: Creepy Tales,El beso de la muerte: historias espeluznantes,es,detecttext_alllang,144,es,0.8879,0.0,0.1429,0.1429,1,0.3333,0.3333,,1
731981,Suspense,Suspense,en,detecttext_essay,82,id,0.4314,0.0,0.0,0.0,1,0.0,0.0,,1
732202,Leni,Leni,es,detecttext_alllang,5,fr,0.2678,0.0,0.0,0.0,1,0.0,0.0,,1
732471,,,,detecttext_essay,398,et,0.2024,0.0,0.0,0.0,0,,0.0,,1
732520,Catfish Killer,Catfish Killer,en,detecttext_essay,50,en,0.9533,0.0,0.0,0.0,0,,0.0,,1
732805,Night Woman,Perempuan Malam,id,detecttext_alllang,242,en,0.402,0.0,0.0,0.0,0,,0.0,,1
732978,Phone of the Dead,スマホ拾っただけなのに,ja,detecttext_alllang,4,en,1.0,0.0,0.0,0.0,0,,0.0,,1
733820,Evil Thoughts,邪之念,zh,detecttext_alllang,16,en,0.9972,0.0,0.0,0.0,0,,0.0,,1
733834,Smashing the Coffin,Da pi guan,zh,detecttext_alllang,75,es,0.3115,0.0,0.0,0.0,1,0.0,0.0,,1
733858,Misfit,Misfit,en,detecttext_essay,32,en,0.9921,0.0,0.0,0.0,0,,0.0,,1
733958,Open Doom Crescendo,Open Doom Crescendo,en,detecttext_essay,20,is,0.5969,0.0,0.0,0.0,1,0.0,0.0,,1
734001,Knife,Knife,en,detecttext_essay,74,fr,0.8434,0.0,0.0,0.0,1,0.0,0.0,,1
734088,Another: The Other - Inga,Another: The Other - Inga,en,detecttext_alllang,17,en,0.9693,0.25,0.25,0.25,0,,0.25,,1
734264,Albarsty,Aлбарсты,ky,detecttext_alllang,225,ky,0.9657,0.0,0.0,0.0,1,0.0,0.0,,1
